,S11,S21,S31,S12,S22,S32,S13,S23,S33,20_log_of_mag_S11,20_log_of_mag_S21,20_log_of_mag_S31,degrees_S11,degrees_S21,degrees_S31
4.148,(-0.02267280594358054-0.03798317152827708j),(-0.8576763335746572+0.5122835838052584j),(-3.545610650826502e-05-7.319198957999965e-05j),(-0.8576763335746548+0.5122835838052571j),(-0.0226930896559475-0.03797101930083373j),(2.470558694208801e-05+7.695594793410981e-05j),(-3.545610650824031e-05-7.319198957998513e-05j),(2.470558694209174e-05+7.695594793408183e-05j),(0.9839274622306518-0.1785685409756526j),-27.084585653981478,-0.008506759214401565,-81.79522491389082,-120.83370109772592,149.15044751129193,-115.84675668409685
4.149,(-0.0226827696893418-0.03798859999140244j),(-0.8576094236321766+0.5123947456660856j),(-3.556162464506108e-05-7.339118742894373e-05j),(-0.8576094236321744+0.5123947456660843j),(-0.02270300818268507-0.03797647111496719j),(2.478040333872518e-05+7.716688755155268e-05j),(-3.556162464503625e-05-7.339118742892915e-05j),(2.478040333872894e-05+7.716688755152458e-05j),(0.9839196955281965-0.1786113305453194j),-27.082667770417675,-0.008510521146680513,-81.77119873233363,-120.84117703553368,149.14300639627564,-115.85246077677516
4.15,(-0.02269273558392885-0.03799402665637333j),(-0.857542498675028+0.5125058995927072j),(-3.566764983813175e-05-7.359132857752537e-05j),(-0.8575424986750257+0.5125058995927059j),(-0.0227129285812267-0.03798192131372683j),(2.485558049291829e-05+7.737882744518858e-05j),(-3.566764983810679e-05-7.359132857751072e-05j),(2.485558049292209e-05+7.737882744516037e-05j),(0.9839119267772346-0.1786541208106251j),-27.080750249190473,-0.00851428402338464,-81.7471250942045,-120.84865325504985,149.1355652237777,-115.85816488232325
4.151,(-0.02270270363209799-0.03799945152826923j),(-0.85747555869982+0.5126170455894138j),(-3.577418565239456e-05-7.379241964396162e-05j),(-0.8574755586998178+0.5126170455894126j),(-0.02272285085445657-0.03798736990345554j),(2.493112094207116e-05+7.75917746345075e-05j),(-3.577418565236951e-05-7.379241964394694e-05j),(2.493112094207498e-05+7.759177463447916e-05j),(0.9839041559763344-0.1786969117786695j),-27.078833088704464,-0.008518047847471807,-81.72300378042443,-120.85612975797045,149.12812399335917,-115.86386900133469
4.152,(-0.02271267383865675-0.03800487461222071j),(-0.8574086037031186+0.512728183660554j),(-3.588123568615197e-05-7.399446730841015e-05j),(-0.8574086037031163+0.5127281836605527j),(-0.02273277500529264-0.03799281689055915j),(2.500702724735342e-05+7.780573620469941e-05j),(-3.588123568612678e-05-7.399446730839539e-05j),(2.500702724735727e-05+7.780573620467095e-05j),(0.9838963831240504-0.1787397034566192j),-27.07691628735168,-0.008521812621930766,-81.69883457038212,-120.86360654600809,149.1206827045769,-115.86957313440982
4.153,(-0.02272264620846447-0.03801029591341001j),(-0.8573416336814466+0.5128393138105344j),(-3.598880357148241e-05-7.419747831369451e-05j),(-0.8573416336814442+0.512839313810533j),(-0.02274270103668699-0.03799826228150709j),(2.508330199397892e-05+7.802071930742358e-05j),(-3.598880357145714e-05-7.419747831367974e-05j),(2.508330199398278e-05+7.8020719307395e-05j),(0.9838886082189234-0.1787824958517087j),-27.074999843511485,-0.00852557834977827,-81.67461724191965,-120.87108362089214,149.11324135698356,-115.87527728215575
4.154,(-0.02273262074643296-0.03801571543707166j),(-0.8572746486312828+0.5129504360438204j),(-3.609689297463801e-05-7.440145946604177e-05j),(-0.8572746486312806+0.5129504360438192j),(-0.02275262895162626-0.03800370608283322j),(2.515994779148893e-05+7.823673116159103e-05j),(-3.60968929746126e-05-7.440145946602692e-05j),(2.515994779149283e-05+7.823673116156235e-05j),(0.9838808312594802-0.1788252889712416j),-27.073083755550385,-0.008529345034066792,-81.65035157131791,-120.87856098436907,149.1057999501277,-115.88098144518652
4.155,(-0.02274259745752707-0.03802113318849309j),(-0.8572076485490622+0.5130615503649378j),(-3.620550759644662e-05-7.460641763582811e-05j),(-0.8572076485490601+0.5130615503649365j),(-0.02276255875313205-0.03800914830113655j),(2.523696727403843e-05+7.845377905415549e-05j),(-3.620550759642108e-05-7.460641763581319e-05j),(2.523696727404233e-05+7.845377905412666e-05j),(0.9838730522442343-0.1788680828225905j),-27.071168021821883,-0.008533112677868118,-81.626037333282,-120.88603863820262,149.09835848355354,-115.88668562412313
4.156,(-0.02275257634676525-0.03802654917301521j),(-0.8571406334311745+0.5131726567784718j),(-3.631465117272045e-05-7.48123597583367e-05j),(-0.8571406334311721+0.5131726567784705j),(-0.0227724904442613-0.03801458894308195j),(2.531436310068691e-05+7.867187034091707e-05j),(-3.631465117269483e-05-7.481235975832175e-05j),(2.531436310069082e-05+7.867187034088806e-05j),(0.9838652711716839-0.1789108774131989j),-27.069252640666363,-0.00853688128430037,-81.60167430092636,-120.89351658417377,149.090916956801,-115.89238981959357
4.157,(-0.0227625574192204-0.03803196339603314j),(-0.8570736032739642+0.5132837552890699j),(-3.642432747467101e-05-7.501929283452713e-05j),(-0.8570736032739616+0.5132837552890684j),(-0.02278242402810681-0.03802002801540102j),(2.539213795569385e-05+7.889101244733846e-05j),(-3.642432747464526e-05-7.501929283451215e-05j),(2.539213795569779e-05+7.889101244730937e-05j),(0.983857488040314-0.1789536727505812j),-27.06733761041086,-0.00854065085650098,-81.57726224575951,-120.90099482408131,149.0834753694057,-115.898094032233
4.158,(-0.02277254068002028-0.03803737586299673j),(-0.8570065580737295+0.5133948459014399j),(-3.653454030932788e-05-7.522722393181221e-05j),(-0.8570065580737273+0.5133948459014388j),(-0.02279235950779753-0.03802546552489285j),(2.547029454881695e-05+7.91112128693692e-05j),(-3.653454030930203e-05-7.522722393179718e-05j),(2.547029454882093e-05+7.911121286934002e-05j),(0.9838497028485944-0.178996468842324j),-27.065422929368978,-0.008544421397651795,-81.55280093766912,-120.9084733597418,149.07603372089872,-115.9037982626837
4.159,(-0.02278252613434834-0.03804278657941133j),(-0.856939497826723+0.5135059286203537j),(-3.664529351996557e-05-7.543616018484948e-05j),(-0.8569394978267205+0.5135059286203524j),(-0.0228022968864991-0.03803090147842477j),(2.554883561561597e-05+7.933247917428495e-05j),(-3.664529351993961e-05-7.543616018483439e-05j),(2.554883561561997e-05+7.933247917425559e-05j),(0.9838419155949798-0.1790392656960865j),-27.06350859584065,-0.008548192910952037,-81.52829014490649,-120.91595219298986,149.0685920108068,-115.90950251159525
4.16,(-0.02279251378744425-0.03804819555083835j),(-0.8568724225291492+0.5136170034506455j),(-3.675659098653615e-05-7.564610879634357e-05j),(-0.8568724225291469+0.5136170034506442j),(-0.02281223616741424-0.03803633588293325j),(2.562776391776076e-05+7.955481900153862e-05j),(-3.675659098651007e-05-7.56461087963284e-05j),(2.562776391776476e-05+7.955481900150913e-05j),(0.9838341262779114-0.1790820633196021j),-27.061594608112046,-0.0085519653996492,-81.50372963407087,-120.92343132567835,149.06115023865212,-115.91520677962465
4.161,(-0.02280250364460469-0.03805360278289593j),(-0.8568053321771657+0.5137280703972141j),(-3.686843662610656e-05-7.585707703785728e-05j),(-0.8568053321771636+0.5137280703972128j),(-0.02282217735378321-0.03804176874542464j),(2.570708224334261e-05+7.977824006362076e-05j),(-3.686843662608038e-05-7.585707703784206e-05j),(2.570708224334666e-05+7.977824006359122e-05j),(0.9838263348958141-0.1791248617206785j),-27.059680964455367,-0.008555738867014915,-81.47911917009382,-120.93091075967864,149.05370840395224,-115.92091106743618
4.162,(-0.02281249571118398-0.03805900828125975j),(-0.856738226766882+0.5138391294650227j),(-3.698083439330428e-05-7.606907225063795e-05j),(-0.8567382267668797+0.5138391294650214j),(-0.02283212044888426-0.03804720007297605j),(2.578679340719161e-05+8.000275014693624e-05j),(-3.698083439327797e-05-7.606907225062265e-05j),(2.578679340719568e-05+8.000275014690654e-05j),(0.9838185414470985-0.1791676609071992j),-27.05776766312866,-0.008559513316356534,-81.4544585162232,-120.93839049688081,149.04626650622018,-115.92661537570176
4.163,(-0.02282248999259471-0.03806441205166351j),(-0.8566711062943585+0.5139501806591006j),(-3.709378828076775e-05-7.628210184645287e-05j),(-0.8566711062943563+0.5139501806590994j),(-0.02284206545603407-0.03805262987273619j),(2.586690025119728e-05+8.022835711269013e-05j),(-3.709378828074136e-05-7.628210184643759e-05j),(2.586690025120138e-05+8.022835711266033e-05j),(0.9838107459301587-0.1792104608871241j),-27.055854702375708,-0.008563288751016168,-81.429747434007,-120.9458705391938,149.0388245449642,-115.93231970510081
4.164,(-0.02283248649430858-0.03806981409989981j),(-0.8566039707556063+0.5140612239845426j),(-3.720730231960418e-05-7.649617330843833e-05j),(-0.8566039707556041+0.5140612239845412j),(-0.02285201237858821-0.03805805815192621j),(2.594740564463459e-05+8.045506889778856e-05j),(-3.720730231957766e-05-7.649617330842296e-05j),(2.594740564463869e-05+8.045506889775858e-05j),(0.9838029483433742-0.1792532616684901j),-27.053942080425777,-0.008567065174371646,-81.40498568327712,-120.95335088854578,149.0313825196879,-115.93802405632043
4.165,(-0.02284248522185703-0.03807521443182076j),(-0.8565368201465868+0.5141722594465117j),(-3.732138057985447e-05-7.671129419196173e-05j),(-0.8565368201465846+0.5141722594465105j),(-0.02286196121994171-0.0380634849178406j),(2.602831248449489e-05+8.068289351575291e-05j),(-3.732138057982784e-05-7.67112941919463e-05j),(2.602831248449902e-05+8.068289351572283e-05j),(0.9837951486851083-0.1792960632594131j),-27.0520297954935,-0.008570842589833622,-81.38017302213251,-120.96083154688428,149.02394042989,-115.9437284300556
4.166,(-0.02285248618083196-0.03808061305333871j),(-0.8564696544632109+0.5142832870502386j),(-3.743602717096303e-05-7.692747212549281e-05j),(-0.8564696544632087+0.5142832870502373j),(-0.02287191198352937-0.03806891017784807j),(2.610962369582047e-05+8.091183905764431e-05j),(-3.743602717093632e-05-7.692747212547736e-05j),(2.610962369582463e-05+8.091183905761414e-05j),(0.9837873469537087-0.1793388656680878j),-27.05011784577867,-0.008574621000846546,-81.35530920692287,-120.96831251617644,149.01649827506435,-115.94943282700895
4.167,(-0.02286248937688649-0.03808600997042701j),(-0.8564024737013378+0.5143943068010222j),(-3.755124624225635e-05-7.714471481149132e-05j),(-0.8564024737013357+0.5143943068010208j),(-0.02288186467282633-0.0380743339393924j),(2.619134223204532e-05+8.114191369300491e-05j),(-3.75512462422295e-05-7.714471481147576e-05j),(2.61913422320495e-05+8.114191369297463e-05j),(0.983779543147506-0.1793816689027889j),-27.048206229466068,-0.008578400410899275,-81.3303939922313,-120.97579379840926,149.00905605470007,-115.95513724789123
4.168,(-0.02287249481573569-0.03809140518912069j),(-0.8563352778567759+0.5145053187042316j),(-3.76670419834278e-05-7.736303002730589e-05j),(-0.8563352778567733+0.5145053187042303j),(-0.02289181929134865-0.03807975620999342j),(2.627347107534027e-05+8.137312567081157e-05j),(-3.766704198340085e-05-7.736303002729032e-05j),(2.627347107534447e-05+8.137312567078116e-05j),(0.9837717372648156-0.1794244729718729j),-27.046294944725272,-0.0085821808235048,-81.30542713085744,-120.98327539558984,149.0016137682811,-115.96084169342107
4.169,(-0.02288250250315737-0.0380967987155173j),(-0.8562680669252798+0.5146163227653064j),(-3.778341862502938e-05-7.758242562608607e-05j),(-0.8562680669252775+0.5146163227653052j),(-0.02290177584265365-0.03808517699724791j),(2.635601323696311e-05+8.160548332044312e-05j),(-3.778341862500233e-05-7.758242562607044e-05j),(2.635601323696732e-05+8.160548332041256e-05j),(0.983763929303936-0.1794672778837781j),-27.044383989710475,-0.00858596224222632,-81.2804083737999,-120.99075730974559,148.9941714152864,-115.96654616432531
4.17,(-0.02289251244499281-0.03810219055577757j),(-0.8562008409025523+0.5147273189897579j),(-3.790038043897098e-05-7.780290953770813e-05j),(-0.8562008409025501+0.5147273189897567j),(-0.02291173433034054-0.03809059630883051j),(2.643897175761403e-05+8.183899505266235e-05j),(-3.790038043894382e-05-7.780290953769242e-05j),(2.643897175761824e-05+8.183899505263167e-05j),(0.9837561192631481-0.179510083647026j),-27.042473362560287,-0.008589744670651168,-81.2553374702388,-120.99823954292457,148.9867289951899,-115.97225066133898
4.171,(-0.02290252464714753-0.03810758071612626j),(-0.856133599784242+0.5148383073831686j),(-3.801793173902638e-05-7.802448976971342e-05j),(-0.8561335997842396+0.5148383073831672j),(-0.02292169475805081-0.03809601415249467j),(2.652234970779596e-05+8.207366936061164e-05j),(-3.801793173899912e-05-7.802448976969768e-05j),(2.652234970780022e-05+8.20736693605809e-05j),(0.983748307140717-0.1795528902702224j),-27.040563061397553,-0.00859352811241302,-81.23021416751803,-121.00572209719557,148.9792865074603,-115.97795518520529
4.172,(-0.02291253911559211-0.03811296920285287j),(-0.8560663435659431+0.5149492879511947j),(-3.813607688134748e-05-7.824717440826195e-05j),(-0.8560663435659409+0.5149492879511934j),(-0.02293165712946888-0.03810143053607364j),(2.660615018818068e-05+8.230951482082422e-05j),(-3.813607688132011e-05-7.824717440824617e-05j),(2.660615018818495e-05+8.230951482079331e-05j),(0.9837404929348902-0.1795956977620581j),-27.038653084329162,-0.008597312571181272,-81.20503821112715,-121.01320497464859,148.97184395156117,-115.983659736676
4.173,(-0.02292255585636305-0.03811835602231253j),(-0.8559990722431952+0.5150602606995668j),(-3.825482026498635e-05-7.847097161910059e-05j),(-0.8559990722431927+0.5150602606995655j),(-0.02294162144832259-0.03810684546748153j),(2.669037632998049e-05+8.254654009425116e-05j),(-3.825482026495886e-05-7.847097161908473e-05j),(2.669037632998478e-05+8.254654009422013e-05j),(0.9837326766438971-0.1796385061313106j),-27.036743429445803,-0.00860109805065911,-81.1798093446831,-121.02068817739496,148.9644013269507,-115.98936431651131
4.174,(-0.02293257487556341-0.03812374118092671j),(-0.855931785811481+0.5151712256340897j),(-3.837416633242326e-05-7.869588964854205e-05j),(-0.8559317858114788+0.5151712256340885j),(-0.02295158771838368-0.03811225895471407j),(2.677503129532417e-05+8.278475392729994e-05j),(-3.837416633239569e-05-7.869588964852618e-05j),(2.677503129532848e-05+8.278475392726881e-05j),(0.983724858265951-0.1796813153868443j),-27.03483409482185,-0.008604884554600893,-81.154527309912,-121.02817170756754,148.95695863308174,-115.99506892547991
4.175,(-0.0229425961793638-0.03812912468518407j),(-0.8558644842662286+0.5152821827606444j),(-3.849411957010454e-05-7.892193682446249e-05j),(-0.8558644842662262+0.5152821827606432j),(-0.02296155594346837-0.03811767100584987j),(2.686011827763993e-05+8.302416515289257e-05j),(-3.849411957007686e-05-7.892193682444652e-05j),(2.686011827764426e-05+8.30241651528613e-05j),(0.9837170377992461-0.1797241255376124j),-27.03292507851507,-0.008608672086785113,-81.1291918466302,-121.03565556732116,148.94951586940184,-116.00077356435932
4.176,(-0.02295261977400316-0.03813450654164134j),(-0.8557971676028071+0.5153931320851888j),(-3.861468450898769e-05-7.914912155731219e-05j),(-0.8557971676028049+0.5153931320851874j),(-0.02297152612743798-0.03812308162905129j),(2.694564050204359e-05+8.326478269153769e-05j),(-3.861468450895989e-05-7.914912155729617e-05j),(2.694564050204794e-05+8.326478269150633e-05j),(0.983709215241959-0.1797669365926574j),-27.03101637856647,-0.008612460651043362,-81.10380269272554,-121.04313975883274,148.9420730353529,-116.00647823393575
4.177,(-0.02296264566578962-0.03813988675692408j),(-0.8557298358165292+0.515504073613758j),(-3.873586572509404e-05-7.937745234114063e-05j),(-0.855729835816527+0.5155040736137569j),(-0.02298149827419935-0.03812849083256556j),(2.703160122573204e-05+8.350661555241789e-05j),(-3.873586572506613e-05-7.937745234112455e-05j),(2.703160122573639e-05+8.350661555238638e-05j),(0.9837013905922479-0.1798097485611124j),-27.02910799300006,-0.008616250251241991,-81.07835958413814,-121.05062428430169,148.93463013037137,-116.01218293500426
4.178,(-0.02297267386110134-0.03814526533772764j),(-0.8556624889026482+0.5156150073524666j),(-3.885766784007075e-05-7.960693775463836e-05j),(-0.855662488902646+0.5156150073524653j),(-0.02299147238770557-0.03813389862472577j),(2.711800373838333e-05+8.374967283449477e-05j),(-3.885766784004275e-05-7.960693775462223e-05j),(2.711800373838772e-05+8.37496728344632e-05j),(0.983693563848253-0.1798525614522025j),-27.02719991982265,-0.00862004089128693,-81.05286225484102,-121.05810914595004,148.92718715388807,-116.01788766836901
4.179,(-0.02298270436638741-0.03815064229081786j),(-0.8555951268563586+0.5157259333075082j),(-3.898009552176034e-05-7.983758646219326e-05j),(-0.8555951268563562+0.5157259333075068j),(-0.02300144847195642-0.03813930501395197j),(2.72048513625623e-05+8.399396372762963e-05j),(-3.898009552173225e-05-7.983758646217711e-05j),(2.720485136256669e-05+8.39939637275979e-05j),(0.983685735008095-0.1798953752752453j),-27.025292157023642,-0.008623832575127558,-81.02731043682049,-121.0655943460229,148.9197441053281,-116.02359243484314
4.18,(-0.02299273718816871-0.03815601762303215j),(-0.8555277496727947+0.5158368514851571j),(-3.910315348477896e-05-8.006940721496285e-05j),(-0.8555277496727921+0.5158368514851557j),(-0.02301142653099903-0.03814471000875228j),(2.729214745413213e-05+8.423949751372045e-05j),(-3.910315348475076e-05-8.006940721494664e-05j),(2.729214745413657e-05+8.423949751368866e-05j),(0.9836779040698765-0.179938190039653j),-27.023384702574788,-0.008627625306758629,-81.00170386005631,-121.07307988678858,148.91230098411089,-116.02929723524908
